good	好的	/ɡʊd/
oldest	最老的	/ˈoʊldɪst/
controls	控制	/kənˈtroʊlz/
jumps	跳跃	/dʒʌmps/
decides	决定	/dɪˈsaɪdz/
lowering	降低	/ˈloʊərɪŋ/
skipped	跳过	/skɪpt/
scored	得分	/skɔːrd/
taxes	税收	/ˈtæksɪz/
recovered	恢复	/rɪˈkʌvərd/
exposed	暴露	/ɪkˈspoʊzd/
marries	结婚	/ˈmæriz/
occupies	占据	/ˈɑːkjəpaɪz/
unforgivable	不可原谅的	/ˌʌnfərˈgɪvəbl/
reminded	提醒	/rɪˈmaɪndɪd/
tear	撕裂	/tɪr/
lesser	较小的	/ˈlɛsər/
translator	翻译	/ˈtrænzleɪtər/
leaps	跳跃	/liːps/
disagreed	不同意	/ˌdɪsəˈɡriːd/
connections	连接	/kəˈnɛkʃənz/
reestablish	重新建立	/ˌriːɪˈstæblɪʃ/
promised	承诺	/ˈprɑːmɪst/
purchase	购买	/ˈpɜːrtʃəs/
rent	租金	/rɛnt/
lifestyle	生活方式	/ˈlaɪfˌstaɪl/
publicly	公开地	/ˈpʌblɪkli/
dates	日期	/deɪts/
illegally	非法地	/ɪˈliːɡəli/
rudely	粗鲁地	/ˈruːdli/
rearranged	重新安排	/ˌriːəˈreɪndʒd/
newly	新的	/ˈnjuːli/
organized	有组织的	/ˈɔːrɡənaɪzd/
misremembers	记错	/ˌmɪsrɪˈmɛmbərz/
alike	相似的	/əˈlaɪk/
particularly	特别地	/pərˈtɪkjələrli/
conference	会议	/ˈkɑːnfərəns/
secondary	次要的	/ˈsɛkəndəri/
gained	获得	/ɡeɪnd/
willingness	意愿	/ˈwɪlɪŋnəs/
nap	小睡	/næp/
bravely	勇敢地	/ˈbreɪvli/
understandably	可以理解地	/ˌʌndərˈstændəbli/
falls	跌倒	/fɔːlz/
beneath	在...下面	/bɪˈniːθ/
fearful	害怕的	/ˈfɪrfl/
beware	当心	/bɪˈwɛr/
civilization	文明	/ˌsɪvəlaɪˈzeɪʃən/
partnership	合作伙伴关系	/ˈpɑːrtnərʃɪp/
laziness	懒惰	/ˈleɪzinəs/
beneficial	有益的	/ˌbɛnɪˈfɪʃəl/
products	产品	/ˈprɑːdʌkts/
samples	样品	/ˈsæmpəlz/
methods	方法	/ˈmɛθədz/
establishes	建立	/ɪˈstæblɪʃɪz/
dangers	危险	/ˈdeɪndʒərz/
tongue	舌头	/tʌŋ/
unlocks	解锁	/ʌnˈlɑːks/
establishing	建立	/ɪˈstæblɪʃɪŋ/
injected	注射	/ɪnˈdʒɛktɪd/
girlfriend	女朋友	/ˈɡɜːrlfrɛnd/
glance	一瞥	/ɡlæns/
threaten	威胁	/ˈθrɛtn/
shit	狗屎	/ʃɪt/
avoids	避免	/əˈvɔɪdz/
unmoved	不动的	/ʌnˈmuːvd/
boils	煮沸	/bɔɪlz/
misfortune	不幸	/mɪsˈfɔːrtʃən/
chooses	选择	/tʃuːzɪz/
wishing	希望	/ˈwɪʃɪŋ/
anytime	随时	/ˈɛniˌtaɪm/
possibilities	可能性	/ˌpɑːsəˈbɪlətiz/
hole	洞	/hoʊl/
trash	垃圾	/træʃ/
organizations	组织	/ˌɔːrɡənaɪˈzeɪʃənz/
smartest	最聪明的	/ˈsmɑːrtɪst/
cash	现金	/kæʃ/
approaching	接近	/əˈproʊtʃɪŋ/
afterward	之后	/ˈæftərwərd/
fits	适合	/fɪts/
occasion	场合	/əˈkeɪʒən/
families	家庭	/ˈfæməliz/
unsaid	未说的	/ʌnˈsɛd/
relatively	相对地	/ˈrɛlətɪvli/
sitting	坐	/ˈsɪtɪŋ/
commented	评论	/kəˈmɛntɪd/
empower	授权	/ɪmˈpaʊər/
egos	自我	/ˈiːɡoʊz/
inspires	启发	/ɪnˈspaɪərz/
refers	指的是	/rɪˈfɜːrz/
surrounding	周围的	/səˈraʊndɪŋ/
digging	挖掘	/ˈdɪɡɪŋ/
evident	明显的	/ˈɛvɪdənt/
appears	出现	/əˈpɪrz/
horses	马	/ˈhɔːrsɪz/
staying	逗留	/ˈsteɪɪŋ/
closes	关闭	/ˈkloʊzɪz/
conflict	冲突	/ˈkɑːnflɪkt/
meaning	意义	/ˈmiːnɪŋ/
inputs	输入	/ˈɪnpʊts/
chosen	选择	/ˈtʃoʊzən/
reprogramming	重新编程	/ˌriːˈproʊɡræmɪŋ/
lines	线	/laɪnz/
developing	发展	/dɪˈvɛləpɪŋ/
fears	恐惧	/fɪrz/
desires	欲望	/dɪˈzaɪərz/
trusting	信任	/ˈtrʌstɪŋ/
arrived	到达	/əˈraɪvd/
shortly	不久	/ˈʃɔːrtli/
sleeping	睡觉	/ˈsliːpɪŋ/
priority	优先	/prɪˈɔːrəti/
backward	向后	/ˈbækwərd/
opens	打开	/ˈoʊpənz/
refusing	拒绝	/rɪˈfjuːzɪŋ/
contributed	贡献	/kənˈtrɪbjutɪd/
affect	影响	/əˈfɛkt/
intentions	意图	/ɪnˈtɛnʃənz/
teachers	老师们	/ˈtitʃərz/
chose	选择	/tʃoʊz/
dependent	依赖的	/dɪˈpɛndənt/
phrase	短语	/freɪz/
wondering	想知道	/ˈwʌndərɪŋ/
sadness	悲伤	/ˈsædnəs/
essential	必要的	/ɪˈsɛnʃəl/
trigger	触发	/ˈtrɪɡər/
waves	波浪	/weɪvz/
shoes	鞋子	/ʃuz/
explanation	解释	/ˌɛkspləˈneɪʃən/
shared	共享的	/ʃɛrd/
answered	回答	/ˈænsərd/
favor	喜爱	/ˈfeɪvər/
overcoming	克服	/ˌoʊvərˈkʌmɪŋ/
inevitable	不可避免的	/ɪnˈɛvɪtəbəl/
correcting	纠正	/kəˈrɛktɪŋ/
document	文件	/ˈdɑkjəmənt/
gathered	收集	/ˈɡæðərd/
firsthand	第一手	/ˈfɜrstˈhænd/
exemplar	典范	/ɪɡˈzɛmplər/
insist	坚持	/ɪnˈsɪst/
resolve	解决	/rɪˈzɑlv/
shortcut	捷径	/ˈʃɔrtkʌt/
hiding	隐藏	/ˈhaɪdɪŋ/
lifetime	一生	/ˈlaɪftaɪm/
inspire	激励	/ɪnˈspaɪr/
replace	替换	/rɪˈpleɪs/
experiences	经验	/ɪkˈspɪriənsɪz/
increases	增加	/ɪnˈkrisɪz/
contain	包含	/kənˈteɪn/
rewrite	重写	/riˈraɪt/
addition	添加	/əˈdɪʃən/
delay	延迟	/dɪˈleɪ/
skip	跳过	/skɪp/
unhealthy	不健康的	/ʌnˈhɛlθi/
media	媒体	/ˈmidiə/
protects	保护	/prəˈtɛkts/
lots	很多	/lɑts/
stands	站立	/stændz/
reactive	反应性的	/riˈæktɪv/
repeatedly	反复地	/rɪˈpiːtɪdli/
checking	检查	/ˈtʃɛkɪŋ/
spending	花费	/ˈspɛndɪŋ/
procedures	程序	/prəˈsidʒərz/
checklist	清单	/ˈtʃɛklɪst/
forcing	强迫	/ˈfɔrsɪŋ/
enable	使能	/ɪˈneɪbəl/
couch	沙发	/kaʊtʃ/
relate	关联	/rɪˈleɪt/
pushing	推动	/ˈpʊʃɪŋ/
held	举行	/hɛld/
range	范围	/reɪndʒ/
sorting	排序	/ˈsɔːrtɪŋ/
content	内容	/ˈkɒntɛnt/
department	部门	/dɪˈpɑːrtmənt/
leaves	叶子	/liːvz/
pets	宠物	/pɛts/
owners	所有者	/ˈoʊnərz/
cheaper	更便宜	/ˈtʃiːpər/
reducing	减少	/rɪˈduːsɪŋ/
survive	生存	/sərˈvaɪv/
plans	计划	/plænz/
meets	满足	/miːts/
improvements	改进	/ɪmˈpruːvmənts/
saving	节省	/ˈseɪvɪŋ/
gotten	得到	/ˈɡɒtən/
complexity	复杂性	/kəmˈplɛksəti/
areas	区域	/ˈɛriəz/
city	城市	/ˈsɪti/
leadership	领导	/ˈliːdərʃɪp/
related	相关	/rɪˈleɪtɪd/
union	联盟	/ˈjuːnjən/
guessing	猜测	/ˈɡɛsɪŋ/
sharing	分享	/ˈʃɛrɪŋ/
filter	过滤	/ˈfɪltər/
flow	流动	/floʊ/
borrowed	借用	/ˈbɑːroʊd/
targeting	定位	/ˈtɑːrɡɪtɪŋ/
closest	最近	/ˈkloʊsɪst/
urban	城市的	/ˈɜːrbən/
raw	原始的	/rɔː/
heavier	更重	/ˈhɛviər/
struggled	努力	/ˈstrʌɡəld/
orders	订单	/ˈɔːrdərz/
clearer	更清晰	/ˈklɪrər/
developer	开发者	/dɪˈvɛləpər/
domain	领域	/doʊˈmeɪn/
coding	编码	/ˈkoʊdɪŋ/
allowed	允许	/əˈlaʊdɪd/
vocabulary	词汇	/voʊˈkæbjələri/
distinguishing	区分	/dɪˈstɪŋɡwɪʃɪŋ/
heartbeat	心跳	/ˈhɑːrtbiːt/
preparing	准备	/prɪˈpɛrɪŋ/
interviewed	面试	/ˈɪntərˌvjuːd/
winners	获胜者	/ˈwɪnərz/
confirmation	确认	/ˌkɒnfərˈmeɪʃən/
margins	利润	/ˈmɑːrdʒɪnz/
investments	投资	/ɪnˈvɛstmənts/
insurance	保险	/ɪnˈʃʊrəns/
loved	喜爱的	/lʌvd/
structure	结构	/ˈstrʌktʃər/
satisfied	满意的	/ˈsætɪsfaɪd/
elders	长者	/ˈɛldərz/
shortness	短小	/ˈʃɔːrtnəs/
remembering	记忆	/rɪˈmɛmbərɪŋ/
published	出版	/ˈpʌblɪʃt/
profile	个人资料	/ˈproʊfaɪl/
scanning	扫描	/ˈskænɪŋ/
publish	发布	/ˈpʌblɪʃ/
names	名字	/neɪmz/
margin	边缘	/ˈmɑːrdʒɪn/
exemplars	典型	/ɪɡˈzɛmplɑːrz/
imitate	模仿	/ˈɪmɪteɪt/
Roman	罗马	/ˈroʊmən/
emailed	发送电子邮件	/ˈiːmeɪld/
limitless	无限的	/ˈlɪmɪtləs/
workweeks	工作周	/ˈwɜːrkwiːks/
manual	手册	/ˈmænjuəl/
leverages	利用	/ˈlɛvərɪʤɪz/
introduced	介绍	/ˌɪntrəˈdusd/
airplane	飞机	/ˈɛrpleɪn/
emphasize	强调	/ˈɛmfəsaɪz/
applications	应用	/ˌæplɪˈkeɪʃənz/
proved	证明	/pruːvd/
joining	加入	/ˈʤɔɪnɪŋ/
chapters	章节	/ˈʧæptərz/
existence	存在	/ɪɡˈzɪstəns/
punishments	惩罚	/ˈpʌnɪʃmənts/
measuring	测量	/ˈmɛʒərɪŋ/
clap	拍手	/klæp/
paint	油漆	/peɪnt/
ridiculous	荒谬的	/rɪˈdɪkjələs/
conventional	传统的	/kənˈvɛnʃənl/
unconventional	非传统的	/ˌʌnkənˈvɛnʃənl/
up-to-date	最新的	/ˌʌptəˈdeɪt/
cherry	樱桃	/ˈʧɛri/
peach	桃子	/piːʧ/
pineapple	菠萝	/ˈpaɪnæpl/
blueberry	蓝莓	/ˈbluːbɛri/
mango	芒果	/ˈmæŋɡoʊ/
blackberry	黑莓	/ˈblækˌbɛri/
monkey	猴子	/ˈmʌŋki/
dolphin	海豚	/ˈdɒlfɪn/
kangaroo	袋鼠	/kæŋɡəˈruː/
snake	蛇	/sneɪk/
squirrel	松鼠	/ˈskwɜːrəl/
camel	骆驼	/ˈkæməl/
goat	山羊	/ɡoʊt/
zebra	斑马	/ˈziːbrə/
donkey	驴	/ˈdɒŋki/
bull	公牛	/bʊl/
ox	牛	/ɒks/
bookshelf	书架	/ˈbʊkʃɛlf/
pillow	枕头	/ˈpɪloʊ/
quilt	被子	/kwɪlt/
road bike	公路自行车	/roʊd baɪk/
mountain bike	山地自行车	/ˈmaʊntən baɪk/
part time	兼职	/pɑːrt taɪm/
cultivate	培养	/ˈkʌltɪveɪt/
penis	阴茎	/ˈpiːnɪs/
dick	阴茎	/dɪk/
clitoris	阴蒂	/ˈklɪtərəs/
lip	嘴唇	/lɪp/
lung	肺	/lʌŋ/
wrist	手腕	/rɪst/
waist	腰	/weɪst/
breast	乳房	/brest/
chest	胸部	/tʃɛst/
chin	下巴	/tʃɪn/
ham	火腿	/hæm/
cookies	饼干	/ˈkʊkiz/
lobster	龙虾	/ˈlɒbstər/
ass	驴	/æs/
kick	踢	/kɪk/
organ	器官	/ˈɔːrɡən/
reviews	评论	/rɪˈvjuːz/
upon	在...之上	/əˈpɒn/
indeed	确实	/ɪnˈdid/
returned	返回	/rɪˈtɜːrnd/
speaking	说话	/ˈspiːkɪŋ/
showing	展示	/ˈʃoʊɪŋ/
spot	斑点	/spɒt/
thus	因此	/ðʌs/
brought	带来	/brɔːt/
opened	打开	/ˈoʊpənd/
led	引导	/lɛd/
caught	捕捉	/kɔːt/
understood	理解	/ˌʌndərˈstʊd/
born	出生	/bɔːrn/
closed	关闭	/kləʊzd/
filled	填充	/fɪld/
property	财产	/ˈprɒpərti/
barely	几乎不	/ˈbɛrli/
suggested	建议	/səˈdʒɛstɪd/
occasionally	偶尔	/əˈkeɪʒənəli/
carrying	携带	/ˈkæriɪŋ/
forms	形式	/fɔːrmz/
falling	下降	/ˈfɔːlɪŋ/
presented	提出	/prɪˈzentɪd/
arguments	论点	/ˈɑːrɡjəmənts/
reputation	声誉	/ˌrepjʊˈteɪʃn/
stood	站立	/stʊd/
passed	通过	/pæst/
child	孩子	/tʃaɪld/
raised	抚养	/reɪzd/
fell	下降	/fɛl/
remained	保持	/rɪˈmeɪnd/
slightly	稍微	/ˈslaɪtli/
spoke	说话	/spoʊk/
hardly	几乎不	/ˈhɑːrdli/
fight	战斗	/faɪt/
supply	供应	/səˈplaɪ/
entered	进入	/ˈɛntərd/
broke	打破	/broʊk/
caused	导致	/kɔːzd/
liked	喜欢	/laɪkt/
dropped	下降	/drɑpt/
equal	相等	/ˈiːkwəl/
convinced	确信	/kənˈvɪnst/
compared	比较	/kəmˈpɛrd/
lying	说谎	/laɪɪŋ/
freedom	自由	/ˈfriːdəm/
stay on track	保持在正确的轨道上	/steɪ ɑn træk/
protected	保护	/prəˈtɛktɪd/
york	纽约	/jɔrk/
produced	生产	/prəˈdjuːst/
nevertheless	然而	/ˌnɛvərðəˈlɛs/
ease	轻松	/iz/
reported	报道	/rɪˈpɔːrtɪd/
drew	画	/druː/
covered	覆盖	/ˈkʌvərd/
aside	旁边	/əˈsaɪd/
drawn	画	/drɔːn/
placed	放置	/pleɪst/
forgotten	遗忘	/fərˈɡɑːtn/
ordered	订购	/ˈɔːrdərd/
superior	优越	/suːˈpɪriər/
calm	冷静	/kɑːm/
struggle	奋斗	/ˈstrʌɡəl/
extremely	极其	/ɪkˈstriːmli/
drawing	绘画	/ˈdrɔːɪŋ/
struck	打击	/strʌk/
authority	权威	/ɔːˈθɔːrəti/
laid	放置	/leɪd/
somehow	不知何故	/ˈsʌmhaʊ/
examine	检查	/ɪɡˈzæmɪn/
suffering	痛苦	/ˈsʌfərɪŋ/
constant	不变的	/ˈkɑːnstənt/
admitted	承认	/ədˈmɪtɪd/
forth	向前	/fɔːrθ/
existed	存在	/ɪɡˈzɪstɪd/
destroyed	摧毁	/dɪˈstrɔɪd/
cast	投掷	/kæst/
internal	内部的	/ɪnˈtɜːrnəl/
saved	保存	/seɪvd/
planned	计划	/plænd/
receiving	接收	/rɪˈsiːvɪŋ/
uncertain	不确定的	/ʌnˈsɜːrtən/
mixed	混合的	/mɪkst/
minor	次要的	/ˈmaɪnər/
guilty	有罪的	/ˈɡɪlti/
establish	建立	/ɪˈstæblɪʃ/
curious	好奇的	/ˈkjʊriəs/
re	再	/riː/
hoping	希望	/ˈhoʊpɪŋ/
impressive	令人印象深刻的	/ɪmˈprɛsɪv/
mr	先生	/ˈmɪstər/
effect	效果	/ɪˈfɛkt/
died	死亡	/daɪd/
windows	窗户	/ˈwɪndoʊz/
killed	杀死	/kɪld/
grew	成长	/ɡruː/
beside	在旁边	/bɪˈsaɪd/
shut	关闭	/ʃʌt/
fixed	固定的	/fɪkst/
rights	权利	/raɪts/
perfectly	完美地	/ˈpɜːrfɪktli/
settled	解决	/ˈsɛtəld/
adopted	采用	/əˈdɑːptɪd/
passing	经过	/ˈpæsɪŋ/
pointed	指向	/ˈpɔɪntɪd/
court	法庭	/kɔːrt/
lies	谎言	/laɪz/
picked	挑选	/pɪkt/
series	系列	/ˈsɪriːz/
faces	面对	/feɪsɪz/
length	长度	/lɛŋθ/
tasks	任务	/tæsks/
majority	大多数	/məˈdʒɔːrəti/
driven	驱动	/ˈdrɪvən/
faith	信仰	/feɪθ/
refused	拒绝	/rɪˈfjuːzd/
calling	呼叫	/ˈkɔːlɪŋ/
defined	定义	/dɪˈfaɪnd/
reasonable	合理的	/ˈriːznəbl/
surely	肯定地	/ˈʃʊrli/
unlikely	不太可能的	/ʌnˈlaɪkli/
reduced	减少	/rɪˈduːst/
visited	参观	/ˈvɪzɪtɪd/
justice	正义	/ˈdʒʌstɪs/
dying	垂死的	/ˈdaɪɪŋ/
remarkable	卓越的	/rɪˈmɑːrkəbəl/
escape	逃脱	/ɪˈskeɪp/
curiosity	好奇心	/kjʊəriˈɑːsəti/
dealing	处理	/ˈdiːlɪŋ/
marked	明显的	/mɑːrkt/
pictures	图片	/ˈpɪktʃərz/
suffered	遭受	/ˈsʌfərd/
shock	震惊	/ʃɑːk/
flying	飞行	/ˈflaɪɪŋ/
delivered	交付	/dɪˈlɪvərd/
studied	学习	/ˈstʌdid/
frequent	频繁的	/ˈfriːkwənt/
figures	数字	/ˈfɪɡjərz/
powers	力量	/ˈpaʊərz/
conduct	行为	/ˈkɑːndʌkt/
release	释放	/rɪˈliːs/
shoulders	肩膀	/ˈʃoʊldərz/
assumed	假设	/əˈsuːmd/
bound	限制	/baʊnd/
display	展示	/dɪˈspleɪ/
inspired	启发	/ɪnˈspaɪərd/
roots	根源	/ruːts/
latest	最新的	/ˈleɪtɪst/
contained	包含	/kənˈteɪnd/
rage	愤怒	/reɪdʒ/
flight	飞行	/flaɪt/
weapons	武器	/ˈwɛpənz/
refresh	刷新	/rɪˈfrɛʃ/
extension	延伸	/ɪkˈstɛnʃən/
let's	让我们	/lɛts/
o'clock	点钟	/əˈklɑk/
don't	不要	/doʊnt/
i'm	我是	/aɪm/
it's	它是	/ɪts/
i'd	我会	/aɪd/
what's	什么是	/wɑts/
valentine's day	情人节	/ˈvæləntaɪnz deɪ/
you're	你是	/jʊr/
we're	我们是	/wiər/
kept	保持	/kɛpt/
helped	帮助	/hɛlpt/
remains	剩余	/rɪˈmeɪnz/
boundaries	边界	/ˈbaʊndəriz/
limits	限制	/ˈlɪmɪts/
sharp	锋利的	/ʃɑrp/
contrast	对比	/ˈkɑntræst/
components	组件	/kəmˈpoʊnənts/
values	价值观	/ˈvæljuːz/
accuracy	准确性	/ˈækjərəsi/
navy	海军	/ˈneɪvi/
incredible	难以置信的	/ɪnˈkrɛdəbəl/
gym	健身房	/dʒɪm/
major	主要的	/ˈmeɪdʒər/
basics	基础	/ˈbeɪsɪks/
decision-maker	决策者	/dɪˈsɪʒənˌmeɪkər/
dogs	狗	/dɔɡz/
imagining	想象	/ɪˈmædʒɪnɪŋ/
narrow	狭窄的	/ˈnɛroʊ/
startup	创业公司	/ˈstɑrtʌp/
reduce	减少	/rɪˈdus/
happier	更快乐	/ˈhæpiər/
extra	额外的	/ˈɛkstrə/
fund	基金	/fʌnd/
promotion	晋升	/prəˈmoʊʃən/
engineers	工程师	/ˌɛndʒɪˈnɪrz/
original	原始的	/əˈrɪdʒənəl/
meaningful	有意义的	/ˈminɪŋfəl/
wise	明智的	/waɪz/
older	年长的	/ˈoʊldər/
missed	错过	/mɪst/
walked	走	/wɔkt/
turns	轮流	/tɜrnz/
acquired	获得	/əˈkwaɪrd/
practices	实践	/ˈpræktɪsɪz/
aware	意识到	/əˈwɛr/
talked	谈话	/tɔkt/
chasing	追逐	/ˈtʃeɪsɪŋ/
pause	暂停	/pɔz/
lived	居住	/lɪvd/
credit	信用	/ˈkrɛdɪt/
unconscious	无意识的	/ʌnˈkɑːnʃəs/
coworker	同事	/ˈkoʊˌwɜːrkər/
parts	部分	/pɑːrts/
heard	听说	/hɜːrd/
frustrated	沮丧的	/frʌˈstreɪtɪd/
critical	关键的	/ˈkrɪtɪkəl/
damage	损害	/ˈdæmɪdʒ/
defending	辩护	/dɪˈfɛndɪŋ/
challenges	挑战	/ˈtʃælɪndʒɪz/
threat	威胁	/θrɛt/
stopped	停止	/stɑpt/
individual	个人	/ˌɪndɪˈvɪdʒuəl/
discipline	纪律	/ˈdɪsəplɪn/
comparison	比较	/kəmˈpærɪsən/
track	轨道	/træk/
false	错误的	/fɔːls/
concerned	担心的	/kənˈsɜːrnd/
standing	地位	/ˈstændɪŋ/
similarly	类似地	/ˈsɪmələrli/
advance	提前	/ədˈvæns/
exercising	锻炼	/ˈɛksərsaɪzɪŋ/
objectives	目标	/əbˈdʒɛktɪvz/
fool	傻瓜	/fuːl/
definition	定义	/ˌdɛfɪˈnɪʃən/
established	建立	/ɪˈstæblɪʃt/
eliminate	消除	/ɪˈlɪmɪˌneɪt/
patterns	模式	/ˈpætərnz/
projects	项目	/ˈprɑːdʒɛkts/
self-serving	自私的	/sɛlfˈsɜːrvɪŋ/
bullets	子弹	/ˈbʊlɪts/
distinguish	区分	/dɪˈstɪŋɡwɪʃ/
exceptional	异常的	/ɪkˈsɛpʃənəl/
focusing	聚焦	/ˈfoʊkəsɪŋ/
replied	回答	/rɪˈplaɪd/
hardship	困难	/ˈhɑːrdʃɪp/
trusted	信任	/trʌstɪd/
investors	投资者	/ɪnˈvɛstərz/
core	核心	/kɔːr/
firm	公司	/fɜːrm/
admit	承认	/ədˈmɪt/
normal	正常的	/ˈnɔːrməl/
predict	预测	/prɪˈdɪkt/
failures	失败	/ˈfeɪljərz/
audience	观众	/ˈɔːdiəns/
competing	竞争	/kəmˈpiːtɪŋ/
basis	基础	/ˈbeɪsɪs/
raising	提高	/ˈreɪzɪŋ/
near	附近	/nɪr/
element	元素	/ˈɛlɪmənt/
teams	团队	/tiːmz/
draft	草案	/dræft/
ran	跑	/ræn/
committed	承诺	/kəˈmɪtɪd/
tips	小费	/tɪps/
paid	付费	/peɪd/
concept	概念	/ˈkɑːnˌsɛpt/
consequence	后果	/ˈkɑːnsɪkwɛns/
prepared	准备	/prɪˈpɛrd/
gap	间隙	/ɡæp/
diet	饮食	/daɪət/
prevention	预防	/prɪˈvɛnʃən/
checklists	清单	/ˈtʃɛklɪsts/
override	覆盖	/ˌoʊvərˈraɪd/
resistance	抵抗	/rɪˈzɪstəns/
asks	要求	/æsks/
heads	头	/hɛdz/
handling	处理	/ˈhændlɪŋ/
repeating	重复	/rɪˈpiːtɪŋ/
sports	运动	/spɔrts/
uses	用途	/juz/
sort	分类	/sɔrt/
identifying	识别	/aɪˈdɛntɪfaɪɪŋ/
addressing	解决	/əˈdrɛsɪŋ/
fires	火灾	/faɪərz/
united	团结	/juˈnaɪtɪd/
rescue	救援	/ˈrɛskjuː/
firewall	防火墙	/ˈfaɪərˌwɔːl/
problem-solving	解决问题	/ˈprɑbləmˌsɑlvɪŋ/
understands	理解	/ˌʌndərˈstændz/
operational	运营	/ˌɑːpəˈreɪʃənl/
tip	提示	/tɪp/
returns	回报	/rɪˈtɜːrnz/
reflection	反思	/rɪˈflɛkʃən/
performing	执行	/pərˈfɔːrmɪŋ/
hiring	雇佣	/ˈhaɪrɪŋ/
absolutely	绝对	/ˈæbsəˌlutli/
opposed	反对	/əˈpoʊzd/
considered	考虑	/kənˈsɪdərd/
anticipated	预期	/ænˈtɪsəˌpeɪtɪd/
roi	投资回报率	/ˌɑːrˌoʊˈaɪ/
ambiguous	模棱两可	/æmˈbɪɡjuəs/
comparing	比较	/kəmˈpɛrɪŋ/
filters	过滤器	/ˈfɪltərz/
removed	移除	/rɪˈmuːvd/
ensuring	确保	/ɪnˈʃʊrɪŋ/
candidate	候选人	/ˈkændɪdət/
analysis	分析	/əˈnæləsɪs/
undoing	撤销	/ʌnˈduːɪŋ/
irregular	不规则	/ɪˈrɛɡjələr/
fourth	第四	/ˈfɔːrθ/
fed	喂养	/fɛd/
convinces	说服	/kənˈvɪnsɪz/
bullet	子弹	/ˈbʊlɪt/
appeared	出现	/əˈpɪrd/
climbing	攀爬	/ˈklaɪmɪŋ/
objective	目标	/əbˈdʒɛktɪv/
successes	成功	/səkˈsɛsɪz/
super	超级	/ˈsupər/
intense	强烈	/ɪnˈtɛns/
publishing	出版	/ˈpʌblɪʃɪŋ/
creates	创造	/kriˈeɪts/
index	索引	/ˈɪndɛks/
conclusion	结论	/kənˈkluːʒən/
notes	笔记	/noʊts/
breath	呼吸	/brɛθ/
meant	意味着	/mɛnt/
smarter	更聪明	/ˈsmɑrtər/
mattered	重要	/ˈmætərd/
remain	保持	/rɪˈmeɪn/
influenced	影响	/ˈɪnfluənst/
increasingly	越来越	/ɪnˈkrisɪŋli/
belief	信念	/bɪˈlif/
attribute	属性	/əˈtrɪbjut/
deserve	值得	/dɪˈzɜːrv/
appreciate	欣赏	/əˈpriːʃieɪt/
okay	好	/oʊˈkeɪ/
challenging	具有挑战性的	/ˈtʃælɪndʒɪŋ/
debt	债务	/dɛt/
positioned	定位	/pəˈzɪʃənd/
paths	路径	/pæθs/
playing	玩	/ˈpleɪɪŋ/
sat	坐	/sæt/
unfamiliar	陌生	/ʌnˈfəˈmɪliər/
calls	电话	/kɔːlz/
typically	通常	/ˈtɪpɪkli/
signal	信号	/ˈsɪɡnəl/
terms	条款	/tɜːrmz/
starts	开始	/stɑːrts/
identity	身份	/aɪˈdɛntəti/
supposed	假设	/səˈpoʊzd/
argument	争论	/ˈɑːrɡjəmənt/
self-preservation	自我保护	/sɛlfˌprɛzərˈveɪʃən/
written	书面	/ˈrɪtn/
comfort	舒适	/ˈkʌmfərt/
recognize	认识	/ˈrɛkəɡˌnaɪz/
godfather	教父	/ˈɡɑːdˌfɑːðər/
drugs	药物	/drʌɡz/
continues	继续	/kənˈtɪnjuːz/
serves	服务	/sɜːrvz/
shooting	射击	/ˈʃuːtɪŋ/
target	目标	/ˈtɑːrɡɪt/
intended	打算	/ɪnˈtɛndɪd/
treated	对待	/triːtɪd/
risks	风险	/rɪsks/
convince	说服	/kənˈvɪns/
slowly	慢慢地	/ˈsloʊli/
frequently	频繁地	/ˈfrikwəntli/
promoting	促进	/prəˈmoʊtɪŋ/
younger	年轻的	/ˈjʌŋɡər/
earn	赚取	/ɜːrn/
financial	金融的	/faɪˈnænʃəl/
deeply	深深地	/ˈdiːpli/
occupy	占据	/ˈɑːkjupaɪ/
including	包括	/ɪnˈkluːdɪŋ/
built	建造	/bɪlt/
satisfy	满足	/ˈsætɪsfaɪ/
amounts	数量	/əˈmaʊnts/
dig	挖	/dɪɡ/
guy	家伙	/ɡaɪ/
stops	停止	/stɑːps/
initial	最初的	/ɪˈnɪʃəl/
greater	更大的	/ˈɡreɪtər/
moves	移动	/muːvz/
input	输入	/ˈɪnpʊt/
breaking	打破	/ˈbreɪkɪŋ/
exist	存在	/ɪɡˈzɪst/
remove	移除	/rɪˈmuːv/
theirs	他们的	/ðɛrz/
explaining	解释	/ɪkˈspleɪnɪŋ/
judgments	判断	/ˈdʒʌdʒmənts/
approached	接近	/əˈproʊtʃt/
played	玩	/pleɪd/
function	功能	/ˈfʌŋkʃən/
becoming	成为	/bɪˈkʌmɪŋ/
members	成员	/ˈmɛmbərz/
realizing	实现	/ˈriːəlaɪzɪŋ/
games	游戏	/ɡeɪmz/
edge	边缘	/ɛdʒ/
distance	距离	/ˈdɪstəns/
error	错误	/ˈɛrər/
feels	感觉	/fiːlz/
mentioned	提到	/ˈmɛnʃənd/
demands	需求	/dɪˈmændz/
offered	提供	/ˈɔːfərd/
candidates	候选人	/ˈkændɪdəts/
incredibly	难以置信地	/ɪnˈkrɛdəbli/
leaving	离开	/ˈliːvɪŋ/
illustrates	说明	/ˈɪləstreɪts/
